5;1;0;0;c3559936148741e3484a15dcf64535bfd47f969570b84f188a768012f2af4f6d;Pfff  les français en détresse  vous vous en moquez. Demandez à zelensky d'arrêter son cinéma  ce serait plus utile pour tout les peuples. Je ne vs félicite pas de soutenir des nazis  vous ne valez pas mieux que les autres. Ça me donne la nausée...
0;0;0;0;30ef4fc309575f4360b14bb3ac322446865a101917ca25090b76064527de2188;macaron pathétique tweete en chinois pr amadouer la chine  au lieu de tendre la main aux arabes qui ont liberé la fr des nazis et pr une fr plus forte et totlérante  il supplie des chinois violeurs de femme puis il décalre ne pas comprendre pourquoi la femme porte le voile  tfouh
2;0;1;0;47169b0b6692f45f88c2b54557ff38a816a48d16c5afe723486efb6cb78c989b;C'est fou  l'Europe main  dans la main avec des nazis
0;0;0;0;afaa13f76cd6ce77ea5cc63872c6f8a04b707036167616b3f2a60de39450aa93;77 ans après la libération des nazis veulent jouer le match retour en #Ukraine  malheureusement c'est plus l'Armée rouge en face.. #Azovstal #azovbrigade #UkraineRussiaWar
1;0;1;0;e0015692909ab9a66fc0f449cf9f6940432322eca43bfb3f86c386d38ae8e2ae;Et en plus c’est des nazis en Corée du Sud alors poet poet !!
0;0;2;0;5c9fd9150f46f95286e684d3948ffbea9f603a491630530ddacb823e733e4969;La libération du Donbass par les Russes est en cours ... Les Ukros NAZIS ont déjà subi deux grandes défaites à Isium et Pokosnaïa ... Deux "chaudrons" sont en train de se créer de même q'un troisième  bien plus grand  enveloppant quasi toutes les forces Ukrops ...
2;0;0;0;413ccb735157975af5fe8cc9435a5f679d10141bc916354cb185f0e9da74ec34;Non. La pire menace  c'est l'Otan qui cherche à étendre un conflit local à l'europe. Et von der Leyen n'est pas la dernière pour jeter de l'huile sur le feu.    Il faut arrêter de livrer des armes aux nazis Ukrainiens. Obtenir un cessez-le-feu. Et favoriser un retour à la paix.
1;0;0;0;4bb230e032cbe3937ad007e140b5d16b4db72e5c2c44abe781ae275dbd6513e7;Tout comme pendant le siège de Saint Petersbourg par les nazis.  Les extrêmes se ressemblent.
0;0;1;0;49daf1bbb94153b04e8f73cb60e224f49776aed943779e446d9e08ac6bca68af;D’origine khazarienne  Klaus Schwab est le fils d’un collaborateur nazi qui a utilisé le travail d’esclaves et aidé les efforts nazis pour obtenir la première bombe atomique (1) https://t.co/cUZXOYk8Jf
1;0;1;0;413ccb735157975af5fe8cc9435a5f679d10141bc916354cb185f0e9da74ec34;Je vous laisse réviser les réalités géopolitiques de cette région.. Heureusement que Poutine résiste aux provocations avec sang-froid.. Armer les nazis ukrainiens est une très mauvaise idée.
0;0;0;0;84e254503eb5dd941bf384f45de0dd4e636adc98403347eeb97a81fa47cc4aa9;Ceux sont les mêmes qui font des gestes racistes  des gestes nazis  ceux sont les mêmes qui ont envahi la pelouse  qui ont essayé de taper un joueur.  Une minorité c’est faux. Mais comme d’habitude le club de Nice préfère fermer les yeux.
0;0;0;0;db686b8f8a81c8263f93ab94a846cdce1942a7e838405d32480bd58aa0575677;Je suis totalement d’accord avec toi c’est des nazis qui essaye de politiser le supporterisme. Il y a la majorité qui ne connaissent rien au foot
2;0;1;0;4b5d39f6ac0cf3fe1be6d580028cdd10d84c8e812edf45f946135e0a66397208;Les trolls nazis sont en PLS ça commence à ce voir que l'Ukraine est gangrenée par le nazisme et dirigée par un acteur  escroc téléguidé par les américains
0;0;0;0;68b7fb61517ce9324f3905354dd4f61c3372a76a9e8669cedacfd88f187d3d5b;Pas encore vu JLM salué les nazis Ukrainiens contrairement aux globalistes du Parti Démocrate US et du Parti Travailliste anglais
32;9;3;0;4d3d339b23272f37310b0b983be49eed419e2db8f957a48af557ba627fca6a3b;Après avoir discuté avec un polonais  il y a deux types: ceux qui haïssent les russes  à cause des soviétiques  et ceux qui haïssent les nazis  à cause de la seconde guerre mondiale. Il ne semble pas qu’ils soient prêts à un conflit armé  pour les « beaux yeux » des USA
0;0;0;0;7ff161117979258fdc02f7380123f1fd1564d4f5a3b48334f30b45a4f6396dd8;Encore et tjr la meme tribune  la meme qui a envahit un terrain pour frapper des joueurs  la meme qui fait des saluts nazis… bref
0;0;0;0;f56e907d22e1c0650fb7cc5729bb91dd328dc99ac588fbc5bb56f41ca9ff58ef;2/ selon les nazis un peuple c’est un ensemble de personnes réunis non pas par leurs cultures mais par leurs gênes  leurs couleurs de peaux  leurs traits communs enchanté tu es donc en parti nazl
