3;0;1;0;ab92c04d3f370b2cbbbf6d5a2eff95110ea37adf93b031307d1e57b6e2c17bfa;Oui  les nazis ukrainiens sont des pourris vraiment  j’avais vu aussi une vidéo  d’un https://t.co/W1EPrbJ1aAûler sur du feu..je ne raconte pas plus..horrible vraiment   faut VRAIMENT les éliminer..
0;0;0;0;3efc5462bfdcfa6fa175eb54765dd02c80bd5955d637da463faa9755e582f078;Ce sale type corrompu  ami des nazis dont il partage les idées  m'offre la certitude chaque jour que je suis du bon côté de l'histoire en soutenant les russes..
0;0;1;0;60c0bbe28beb2f5bdc3f6f8ab242e1e1ce65a79825ddddc0c02cf6e33ca76d07;3 - LA FED COMME LA BCE TOUTES LES BANQUES CENTRALES DE TOUS LES PAYS SONT DES ORGANISATIONS FACHOS NAZIS STALINIENNES DE LA CASTE DES 1% POUR METTRE EN ESCLAVAGE LES 99% DE LA POPULATION MONDIALE PAR des TECHNIQUEs D'appauvrissements généralisées COM LES TAUX D INTERETS NEGATIFS
1;0;0;0;202e54658c00f479d87e3ca6c3a48240b3497c09b0bd52f545dad3253d434576;Dam Illinois Nazis ..  lol
0;0;0;0;ec6eca5b960e37738015166d196b14b4b4fee0c319a1bdf074117aed86ba03c9;Mais dans ta tête ça doit être tout les allemands sont des nazis  tout les arabes des voleurs  tout les asiatique des mangeurs de chats enfin bref vu ton intelligence je ne voulais pas dire mon origine.
1;0;0;0;78a743fadd2df3a0fdf1dde45f37b983e991031f3a923af6fa27d15049d1786b;Ah ça doit bien se palucher dans les syndicats de flics nazis sur cette vidéo  hein Doudou 😘
1;0;0;0;9fe09361e7ef9340c1fcf5220d5fc5ac57794330a10a302419601e9669d6d8f5;D'accord. Pour que les provax harcèleurs payés par les labos soient jugés. Pour que les défenseurs des ukro-nazis et de leurs pratiques condamnées par Amnesty soient déférés pour apologie de crime de guerre. Marre de tous ces tarés
0;0;0;0;a8950ce61e0760e08c2c082be9875a8429f6c8458cd7305a5dcc9ccb4bb73eb5;L'ennemi de Papou  on a compris  c'est la Nupes. Ce collabo  comme tout bon maconnard qui s'assume  a des alliés comme la fille du borgne. 🚨 Petit Rappel aux Nazis du #RN👇 #Lepen #Antisémitisme Les fondateurs du Front National  Léon Gaultier et JM Le Pen https://t.co/cKAYd5Crdk
0;0;0;0;53a49d5351acb77a74910358f63b0205abda0bb40ce9bfc0c6091bf6446beac8;Enlevez nôtre drapeau dans vos bêtises  bande des Nazis
1;0;1;0;b7b4bd4051680a79cbd784188c7300b9c51d35bc8acb772c955ecba29c192413;Il y a eu l’antisémitisme  les nazis  Hitler  Auschwitz  mais était-ce leur faute ? Ils ne voient q’une seule chose : nous sommes venus et nous avons volé leurs terres. Pourquoi devraient-ils accepter cela ?" David Ben-Gourion  premier ministre israélien "Le Paradoxe Juif"  p 121
0;0;0;0;a5e26626f2f41aa4fa7d007b31000241c45bb22e2d343ec2d5e6f5e0e944dd89;C'est vrai que faire des saluts nazis  jeter des pétards sur des personnes âgées et insulter un footballeur mort et sa famille c'est vachement mieux dis-donc !
2;0;0;0;be4007b15ce7ba5ff99ed72bba8b8ecf452863924428c18cb68daf507fed0641;Les criminels de guerre nazis ont été protégés.  Ils se seront pas jugés  où avec des peines légères.
